CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Quantidade_Pessoa_Fisica;Quantidade_Pessoa_Juridica;Quantidade_Investidor
01.543.032/0001-04;2023-12-31;5;136704;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Debêntures;6654;76;625
01.545.826/0001-07;2023-12-31;27;138489;GAFISA S.A.;Bônus de Subscrição;1426;54;0
01.545.826/0001-07;2023-12-31;27;138489;GAFISA S.A.;Debêntures;0;1;0
01.599.101/0001-93;2023-12-31;32;137735;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Debêntures;0;0;71
01.599.101/0001-93;2023-12-31;32;137735;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Debêntures Conversíveis;3;0;49
01.616.929/0001-02;2023-12-31;7;136173;SANEAMENTO DE GOIAS SA;Debêntures;2;1;251
01.637.895/0001-32;2023-12-31;8;133933;VOTORANTIM CIMENTOS S.A.;Debêntures;0;17;21
01.838.723/0001-27;2023-12-31;11;135972;BRF S.A.;Certificado de Recebíveis do Agronegócio;9036;103;8
01.838.723/0001-27;2023-12-31;11;135972;BRF S.A.;Debêntures;44952;668;110
01.917.818/0001-36;2023-12-31;7;133954;LIGHT ENERGIA S.A.;Debêntures;0;0;1
01.957.772/0001-89;2023-12-31;2;130691;SUL 116 PARTICIPACOES S.A.;Debêntures;0;0;0
01.968.293/0001-68;2023-12-31;3;135774;ELETRORIVER S.A.;Debêntures;0;0;1
01.989.044/0001-59;2023-12-31;1;127736;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Debêntures;0;678;0
02.031.413/0001-69;2023-12-31;7;135946;PETRO RIO JAGUAR PETRÓLEO S.A.;Debêntures;3297;43;242
02.041.460/0001-93;2023-12-31;6;137864;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Debêntures;2;172;0
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Debêntures;0;0;5
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Letras Financeiras;0;0;27
02.201.787/0001-85;2023-12-31;4;133316;CEL PARTICIPAÇÕES S.A. - CELPAR;Debêntures;0;1;6
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Debêntures;305;4;15
02.281.836/0001-37;2023-12-31;1;127674;TRANSNORDESTINA LOGISTICA SA;Debêntures;0;1;1
02.286.479/0001-08;2023-12-31;6;133773;LOCALIZA FLEET S.A.;Debêntures;78;30;49
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Debêntures;1;0;7
02.302.100/0001-06;2023-12-31;3;134202;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Debêntures;1;78;234
02.302.100/0001-06;2023-12-31;3;134202;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Nota Comercial;0;0;7
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Debêntures;822;4;538
02.382.073/0001-10;2023-12-31;5;136556;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Debêntures;0;1;73
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Debêntures;42987;729;13
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Debêntures;0;0;1
02.451.848/0001-62;2023-12-31;2;135880;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Debêntures;0;5;362
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Debêntures;26914;357;177
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Debêntures;4454;177;8
02.509.186/0001-34;2023-12-31;1;127973;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Debêntures;0;0;0
02.509.491/0001-26;2023-12-31;7;135929;CONC ECOVIAS IMIGRANTES S.A.;Debêntures;11915;39;216
02.560.878/0001-07;2023-12-31;2;128642;HOSPITAL ANCHIETA S.A.;Debêntures;87;1;138
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Bônus de Subscrição;0;0;0
02.600.854/0001-34;2023-12-31;4;131159;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;Debêntures;0;17;671
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;Debêntures;2;4;1
02.724.983/0001-34;2023-12-31;2;132617;SANESALTO SANEAMENTO S.A.;Debêntures;0;1;5
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Debêntures;0;1;59
02.783.423/0001-50;2023-12-31;1;128149;ALTERE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;489;2;0
02.783.423/0001-50;2023-12-31;1;128149;ALTERE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;175;1;0
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Debêntures;3615;394;204
02.846.056/0001-97;2023-12-31;10;136034;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Debêntures;6830;90;595
02.846.056/0001-97;2023-12-31;10;136034;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Nota Comercial;0;2;67
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Debêntures;0;1;0
02.919.555/0001-67;2023-12-31;6;136161;ARTERIS S.A.;Debêntures;2783;15;446
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Debêntures;0;0;2
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Debêntures;0;0;80
02.998.611/0001-04;2023-12-31;11;137825;ISA ENERGIA BRASIL;Debêntures;20548;121;317
03.025.305/0001-46;2023-12-31;1;127964;RODOVIAS DAS COLINAS S.A.;Debêntures;48;297;345
03.207.703/0001-83;2023-12-31;2;131260;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Debêntures;0;0;0
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL S.A.;Debêntures;1;190;5
03.279.285/0001-30;2023-12-31;13;137736;ORIZON MEIO AMBIENTE S.A.;Debêntures;10511;71505;817984
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Debêntures;373;42;392
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Nota Comercial;0;0;9
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Debêntures Conversíveis;0;1;3
03.767.538/0001-14;2023-12-31;4;133905;BRAZILIAN SECURITIES CIA SECURITIZACAO;Certificado de Recebíveis do Agronegócio;267;2;0
03.767.538/0001-14;2023-12-31;4;133905;BRAZILIAN SECURITIES CIA SECURITIZACAO;Certificados de Recebíveis Imobiliários;1362;72;0
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Debêntures;0;1;0
03.820.456/0001-96;2023-12-31;3;135201;BSB ENERGÉTICA S.A.;Debêntures;0;0;1
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Debêntures;0;1;0
03.953.509/0001-47;2023-12-31;5;136657;CPFL GERACAO DE ENERGIA S.A.;Debêntures;0;0;13
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;Debêntures;737;1;20
04.032.433/0001-80;2023-12-31;8;134628;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures Conversíveis;10;2;21
04.065.053/0001-41;2023-12-31;2;133304;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Debêntures;0;1;0
04.089.570/0001-50;2023-12-31;3;136178;ÁGUAS GUARIROBA S.A;Debêntures;309;30;210
04.149.454/0001-80;2023-12-31;5;135938;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Debêntures;0;0;3
04.172.213/0001-51;2023-12-31;5;135828;CIA PIRATININGA DE FORCA E LUZ;Debêntures;0;12;8
04.200.649/0001-07;2023-12-31;14;130507;COMPANHIA PROVINCIA DE SECURITIZACAO;Certificado de Recebíveis do Agronegócio;22;22;6
04.200.649/0001-07;2023-12-31;14;130507;COMPANHIA PROVINCIA DE SECURITIZACAO;Certificados de Recebíveis Imobiliários;138;4;30
04.212.396/0001-91;2023-12-31;6;136490;VOKE S.A.;Debêntures;7;0;33
04.212.396/0001-91;2023-12-31;6;136490;VOKE S.A.;Nota Comercial;0;0;6
04.368.865/0001-66;2023-12-31;5;136813;LIGGA TELECOMUNICAÇÕES S.A.;Debêntures;1;0;98
04.368.898/0001-06;2023-12-31;5;136015;COPEL DISTRIBUIÇÃO S.A.;Debêntures;4568;364;65
04.370.282/0001-70;2023-12-31;8;145468;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Debêntures;6784;704;89
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;Debêntures;35380;385;849
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;Nota Comercial;0;0;1
04.437.534/0001-30;2023-12-31;2;133495;LOCAMÉRICA RENT-A-CAR S.A.;Debêntures;495;43;140
04.739.720/0001-24;2023-12-31;7;132182;USINA TERMELÉTRICA PAMPA SUL S.A.;Debêntures;12180;298;0
04.752.991/0001-10;2023-12-31;20;141370;BIOMM S.A.;Bônus de Subscrição;466;74;0
04.821.041/0001-08;2023-12-31;5;137910;METALFRIO SOLUTIONS S.A.;Debêntures;0;0;1
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Debêntures;2933;54;181
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Debêntures;0;0;3
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Debêntures;0;0;37
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Debêntures;0;0;1302
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Nota Comercial;0;0;2
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Debêntures;598;13150;9136252
05.336.882/0001-84;2023-12-31;1;127751;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Debêntures;0;0;67
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Debêntures;0;5;282
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Debêntures;204;114;0
06.016.348/0001-53;2023-01-01;1;127379;VENTOS DO SUL ENERGIA S.A.;Debêntures;0;0;7
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Debêntures;321;285;896
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Nota Comercial;0;0;10
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Debêntures;0;3;3600000
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Nota Comercial;0;2;751001
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Bônus de Subscrição;3319;55;0
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Debêntures;2815;51;61
06.347.409/0001-65;2023-12-31;2;133237;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Debêntures;145;3;248
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Bônus de Subscrição;328;1;15
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Debêntures;0;4;137
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Nota Comercial;0;0;1
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Debêntures;2998;7;25
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Debêntures;878;232;0
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Debêntures;5169;51;145
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Certificados de Recebíveis Imobiliários;6473;26;14
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Debêntures;0;0;1
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Nota Comercial;0;0;1
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Debêntures;0;2;0
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;230;13;3
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Nota Comercial;0;0;1
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Debêntures;0;171;0
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Debêntures;9161;1279;573
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Debêntures;13;105;259
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Certificado de Recebíveis do Agronegócio;1630;0;19
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Debêntures;0;2;0
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Debêntures;14;5;315
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;Debêntures;0;0;33
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Debêntures;0;0;1
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Debêntures;16269;208;475
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Debêntures;0;2;0
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Debêntures;340;63;37
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Nota Comercial;0;0;1
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Debêntures;0;0;8
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Nota Comercial;0;0;1
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;Debêntures;21816;246;71
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Debêntures;3770;66;83
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Debêntures;0;0;11
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;Debêntures;387;188;61
08.262.121/0001-13;2023-12-31;3;138147;ALUBAR METAIS E CABOS S.A.;Debêntures;342;80;422
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;Debêntures;0;0;20
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Debêntures;0;0;10
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Debêntures;1210;4;3
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Debêntures;2986;15;319
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Nota Comercial;0;0;4
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;Debêntures;0;108;274
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Debêntures;3;2;126
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Debêntures;19;20;106
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Debêntures;2;459;0
08.439.659/0001-50;2023-12-31;7;137880;CPFL ENERGIAS RENOVÁVEIS S.A.;Debêntures;0;0;35
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Debêntures;4;198;0
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Debêntures;6;0;1
08.769.451/0001-08;2023-12-31;5;136988;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificado de Recebíveis do Agronegócio;1900;18;6
08.769.451/0001-08;2023-12-31;5;136988;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;546;3;34
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Bônus de Subscrição;1;1;10
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;1;0;9
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Debêntures;22;61;24
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Debêntures;0;10;97
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Debêntures;1938;206;2144
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Debêntures;0;9;9
08.822.767/0001-08;2023-12-31;1;127970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;Debêntures;4513;29;28
08.827.501/0001-58;2023-12-31;8;135985;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Debêntures;4315;490;840
08.873.873/0001-10;2023-12-31;7;135928;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Debêntures;354;114;460
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Debêntures;0;0;4
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Bônus de Subscrição;18980314;0;0
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Debêntures;0;0;700000000
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Bônus de Subscrição;0;1;0
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Debêntures;0;6;6
09.074.183/0001-64;2023-12-31;1;127682;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Debêntures;0;0;1
09.095.183/0001-40;2023-12-31;6;137726;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;184;17;186
09.095.183/0001-40;2023-12-31;6;137726;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Nota Comercial;0;0;1
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;0;1;2
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Debêntures;0;0;14
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Debêntures;40;74;0
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;Debêntures;0;0;32
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Certificados de Recebíveis Imobiliários;0;0;1
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Nota Comercial;0;0;4
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Debêntures;0;0;90
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Debêntures Conversíveis;0;0;3
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;Debêntures;23179;302;137
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;Debêntures;1;0;7
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Debêntures;0;26;556
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;Debêntures;0;1;0
09.359.927/0001-97;2023-12-31;3;135608;ASA BRANCA HOLDING S.A.;Debêntures;0;0;63
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;Debêntures;5832;84;19
09.414.761/0001-64;2023-12-31;1;127734;K-INFRA RODOVIA DO AÇO S.A.;Debêntures;0;0;0
09.478.309/0001-66;2023-12-31;2;133187;BRASIL BIOFUELS S.A.;Debêntures;34;4;8
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Debêntures;0;0;2
09.584.854/0001-37;2023-12-31;3;133661;MANAUS TRANSMISSORA DE ENERGIA S.A;Debêntures;0;0;86
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Debêntures;0;0;1
09.625.321/0001-56;2023-12-31;3;133665;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Debêntures;756;42;0
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;Bônus de Subscrição;6;3;9
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;Debêntures;0;28;0
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;Debêntures Conversíveis;0;1;0
10.215.988/0001-60;2023-12-31;5;133774;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Certificado de Recebíveis do Agronegócio;0;0;1
10.215.988/0001-60;2023-12-31;5;133774;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Debêntures;14843;2010;287
10.215.988/0001-60;2023-12-31;5;133774;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Nota Comercial;0;0;3
10.234.027/0001-00;2023-12-31;4;137080;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Debêntures;0;1;0
10.240.186/0001-00;2023-12-31;4;137081;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;Debêntures;157;13;6
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;Debêntures;36;20;43
10.319.900/0001-50;2023-12-31;2;135836;REGENERA RIO S.A.;Debêntures;168;3;3
10.319.900/0001-50;2023-12-31;2;135836;REGENERA RIO S.A.;Nota Comercial;0;2;0
10.324.624/0001-18;2023-12-31;5;137863;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Debêntures;13722;340;139
10.452.416/0001-02;2023-12-31;5;133479;REAG CAPITAL HOLDING S.A.;Certificado de Recebíveis do Agronegócio;0;0;0
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;0;0;4
10.531.501/0001-58;2023-12-31;3;128332;CONC AUTO RAPOSO TAVARES S.A.;Debêntures;10427;43;163
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;Debêntures;0;5;3
10.635.691/0001-53;2023-12-31;2;144513;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Debêntures;0;0;0
10.647.979/0001-48;2023-12-31;4;132792;CONC ROTA DAS BANDEIRAS S.A.;Debêntures;21898;686;0
10.678.505/0001-63;2023-12-31;2;131701;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Debêntures;15600;70;19
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Bônus de Subscrição;705;2;165
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Debêntures;92;9;92
10.835.932/0001-08;2023-12-31;9;135992;CIA ENERGETICA DE PERNAMBUCO - CELPE;Debêntures;654;10;633
10.835.932/0001-08;2023-12-31;9;135992;CIA ENERGETICA DE PERNAMBUCO - CELPE;Nota Comercial;0;0;4
10.841.050/0001-55;2023-12-31;5;135933;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Debêntures;13;10;39
