CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Codigo_Posicao;Posicao;Quantidade_PCD;Quantidade_Nao_PCD;Quantidade_Sem_Resposta
10.635.691/0001-53;2023-12-31;2;144513;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;1;Liderança;;0;0
10.635.691/0001-53;2023-12-31;2;144513;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2;Não-liderança;;0;0
